date,state,state_code,crime,count,Clearances
2019/05,Wisconsin,WI,Aggravated Assault Reported by Population,1058.0,609.0
2019/06,Wisconsin,WI,Aggravated Assault Reported by Population,1024.0,572.0
2019/07,Wisconsin,WI,Aggravated Assault Reported by Population,1191.0,667.0
2019/08,Wisconsin,WI,Aggravated Assault Reported by Population,1085.0,629.0
2019/09,Wisconsin,WI,Aggravated Assault Reported by Population,1022.0,624.0
2019/10,Wisconsin,WI,Aggravated Assault Reported by Population,1021.0,608.0
2019/11,Wisconsin,WI,Aggravated Assault Reported by Population,910.0,531.0
2019/12,Wisconsin,WI,Aggravated Assault Reported by Population,1065.0,625.0
2020/01,Wisconsin,WI,Aggravated Assault Reported by Population,920.0,590.0
2020/02,Wisconsin,WI,Aggravated Assault Reported by Population,871.0,557.0
2020/03,Wisconsin,WI,Aggravated Assault Reported by Population,967.0,587.0
2020/04,Wisconsin,WI,Aggravated Assault Reported by Population,902.0,583.0
2020/05,Wisconsin,WI,Aggravated Assault Reported by Population,1122.0,627.0
2020/06,Wisconsin,WI,Aggravated Assault Reported by Population,1398.0,629.0
2020/07,Wisconsin,WI,Aggravated Assault Reported by Population,1418.0,743.0
2020/08,Wisconsin,WI,Aggravated Assault Reported by Population,1283.0,702.0
2020/09,Wisconsin,WI,Aggravated Assault Reported by Population,1159.0,667.0
2020/10,Wisconsin,WI,Aggravated Assault Reported by Population,1128.0,589.0
2020/11,Wisconsin,WI,Aggravated Assault Reported by Population,1158.0,567.0
2020/12,Wisconsin,WI,Aggravated Assault Reported by Population,1123.0,574.0
2021/01,Wisconsin,WI,Aggravated Assault Reported by Population,1024.0,603.0
2021/02,Wisconsin,WI,Aggravated Assault Reported by Population,871.0,594.0
2021/03,Wisconsin,WI,Aggravated Assault Reported by Population,1059.0,707.0
2021/04,Wisconsin,WI,Aggravated Assault Reported by Population,1105.0,628.0
2021/05,Wisconsin,WI,Aggravated Assault Reported by Population,1312.0,735.0
2021/06,Wisconsin,WI,Aggravated Assault Reported by Population,1269.0,681.0
2021/07,Wisconsin,WI,Aggravated Assault Reported by Population,1281.0,733.0
2021/08,Wisconsin,WI,Aggravated Assault Reported by Population,1250.0,686.0
2021/09,Wisconsin,WI,Aggravated Assault Reported by Population,1035.0,595.0
2021/10,Wisconsin,WI,Aggravated Assault Reported by Population,1101.0,612.0
2021/11,Wisconsin,WI,Aggravated Assault Reported by Population,1001.0,546.0
2021/12,Wisconsin,WI,Aggravated Assault Reported by Population,933.0,548.0
2022/01,Wisconsin,WI,Aggravated Assault Reported by Population,951.0,571.0
2022/02,Wisconsin,WI,Aggravated Assault Reported by Population,802.0,466.0
2022/03,Wisconsin,WI,Aggravated Assault Reported by Population,1109.0,610.0
2022/04,Wisconsin,WI,Aggravated Assault Reported by Population,1068.0,616.0
2022/05,Wisconsin,WI,Aggravated Assault Reported by Population,1211.0,642.0
2022/06,Wisconsin,WI,Aggravated Assault Reported by Population,1141.0,708.0
2022/07,Wisconsin,WI,Aggravated Assault Reported by Population,1229.0,675.0
2022/08,Wisconsin,WI,Aggravated Assault Reported by Population,1070.0,624.0
2022/09,Wisconsin,WI,Aggravated Assault Reported by Population,1063.0,564.0
2022/10,Wisconsin,WI,Aggravated Assault Reported by Population,1179.0,569.0
2022/11,Wisconsin,WI,Aggravated Assault Reported by Population,1011.0,599.0
2022/12,Wisconsin,WI,Aggravated Assault Reported by Population,913.0,563.0
2023/01,Wisconsin,WI,Aggravated Assault Reported by Population,1005.0,653.0
2023/02,Wisconsin,WI,Aggravated Assault Reported by Population,886.0,573.0
2023/03,Wisconsin,WI,Aggravated Assault Reported by Population,1025.0,657.0
2023/04,Wisconsin,WI,Aggravated Assault Reported by Population,1102.0,655.0
2023/05,Wisconsin,WI,Aggravated Assault Reported by Population,1157.0,660.0
2023/06,Wisconsin,WI,Aggravated Assault Reported by Population,1100.0,618.0
2023/07,Wisconsin,WI,Aggravated Assault Reported by Population,1190.0,690.0
2023/08,Wisconsin,WI,Aggravated Assault Reported by Population,1154.0,742.0
2023/09,Wisconsin,WI,Aggravated Assault Reported by Population,1154.0,642.0
2023/10,Wisconsin,WI,Aggravated Assault Reported by Population,1012.0,660.0
2023/11,Wisconsin,WI,Aggravated Assault Reported by Population,847.0,539.0
2023/12,Wisconsin,WI,Aggravated Assault Reported by Population,983.0,651.0
2024/01,Wisconsin,WI,Aggravated Assault Reported by Population,918.0,609.0
2024/02,Wisconsin,WI,Aggravated Assault Reported by Population,891.0,603.0
2024/03,Wisconsin,WI,Aggravated Assault Reported by Population,946.0,690.0
2024/04,Wisconsin,WI,Aggravated Assault Reported by Population,959.0,595.0
2024/05,Wisconsin,WI,Aggravated Assault Reported by Population,1100.0,656.0
2024/06,Wisconsin,WI,Aggravated Assault Reported by Population,1087.0,698.0
2024/07,Wisconsin,WI,Aggravated Assault Reported by Population,1201.0,672.0
2024/08,Wisconsin,WI,Aggravated Assault Reported by Population,1115.0,653.0
2024/09,Wisconsin,WI,Aggravated Assault Reported by Population,1040.0,668.0
2024/10,Wisconsin,WI,Aggravated Assault Reported by Population,918.0,578.0
2024/11,Wisconsin,WI,Aggravated Assault Reported by Population,781.0,484.0
2024/12,Wisconsin,WI,Aggravated Assault Reported by Population,904.0,577.0
2025/01,Wisconsin,WI,Aggravated Assault Reported by Population,851.0,562.0
2025/02,Wisconsin,WI,Aggravated Assault Reported by Population,678.0,476.0
2025/03,Wisconsin,WI,Aggravated Assault Reported by Population,885.0,546.0
2025/04,Wisconsin,WI,Aggravated Assault Reported by Population,895.0,569.0
2025/05,Wisconsin,WI,Aggravated Assault Reported by Population,938.0,559.0
2025/06,Wisconsin,WI,Aggravated Assault Reported by Population,960.0,594.0
2025/07,Wisconsin,WI,Aggravated Assault Reported by Population,946.0,522.0
2025/08,Wisconsin,WI,Aggravated Assault Reported by Population,729.0,373.0
2025/09,Wisconsin,WI,Aggravated Assault Reported by Population,23.0,25.0
2025/10,Wisconsin,WI,Aggravated Assault Reported by Population,,
2015/10,Georgia,GA,Aggravated Assault Reported by Population,1803.0,723.0
2015/11,Georgia,GA,Aggravated Assault Reported by Population,1662.0,740.0
2015/12,Georgia,GA,Aggravated Assault Reported by Population,1851.0,874.0
2016/01,Georgia,GA,Aggravated Assault Reported by Population,1967.0,778.0
2016/02,Georgia,GA,Aggravated Assault Reported by Population,1684.0,812.0
2016/03,Georgia,GA,Aggravated Assault Reported by Population,2106.0,903.0
2016/04,Georgia,GA,Aggravated Assault Reported by Population,2021.0,927.0
2016/05,Georgia,GA,Aggravated Assault Reported by Population,2284.0,1006.0
2016/06,Georgia,GA,Aggravated Assault Reported by Population,2160.0,1020.0
2016/07,Georgia,GA,Aggravated Assault Reported by Population,2135.0,834.0
2016/08,Georgia,GA,Aggravated Assault Reported by Population,2106.0,962.0
2016/09,Georgia,GA,Aggravated Assault Reported by Population,1998.0,844.0
2016/10,Georgia,GA,Aggravated Assault Reported by Population,2021.0,920.0
2016/11,Georgia,GA,Aggravated Assault Reported by Population,1768.0,770.0
2016/12,Georgia,GA,Aggravated Assault Reported by Population,1832.0,807.0
2017/01,Georgia,GA,Aggravated Assault Reported by Population,1667.0,739.0
2017/02,Georgia,GA,Aggravated Assault Reported by Population,1513.0,697.0
2017/03,Georgia,GA,Aggravated Assault Reported by Population,1713.0,704.0
2017/04,Georgia,GA,Aggravated Assault Reported by Population,1800.0,763.0
2017/05,Georgia,GA,Aggravated Assault Reported by Population,1896.0,822.0
2017/06,Georgia,GA,Aggravated Assault Reported by Population,1881.0,777.0
2017/07,Georgia,GA,Aggravated Assault Reported by Population,2008.0,812.0
2017/08,Georgia,GA,Aggravated Assault Reported by Population,1688.0,791.0
2017/09,Georgia,GA,Aggravated Assault Reported by Population,1792.0,806.0
2017/10,Georgia,GA,Aggravated Assault Reported by Population,1792.0,715.0
2017/11,Georgia,GA,Aggravated Assault Reported by Population,1677.0,736.0
2017/12,Georgia,GA,Aggravated Assault Reported by Population,1514.0,650.0
2018/01,Georgia,GA,Aggravated Assault Reported by Population,1783.0,744.0
2018/02,Georgia,GA,Aggravated Assault Reported by Population,1630.0,776.0
2018/03,Georgia,GA,Aggravated Assault Reported by Population,1735.0,732.0
2018/04,Georgia,GA,Aggravated Assault Reported by Population,1812.0,738.0
2018/05,Georgia,GA,Aggravated Assault Reported by Population,2060.0,761.0
2018/06,Georgia,GA,Aggravated Assault Reported by Population,1901.0,775.0
2018/07,Georgia,GA,Aggravated Assault Reported by Population,1990.0,772.0
2018/08,Georgia,GA,Aggravated Assault Reported by Population,1853.0,716.0
2018/09,Georgia,GA,Aggravated Assault Reported by Population,1880.0,735.0
2018/10,Georgia,GA,Aggravated Assault Reported by Population,1815.0,698.0
2018/11,Georgia,GA,Aggravated Assault Reported by Population,1643.0,638.0
2018/12,Georgia,GA,Aggravated Assault Reported by Population,1763.0,626.0
2019/01,Georgia,GA,Aggravated Assault Reported by Population,1645.0,612.0
2019/02,Georgia,GA,Aggravated Assault Reported by Population,1585.0,571.0
2019/03,Georgia,GA,Aggravated Assault Reported by Population,1845.0,777.0
2019/04,Georgia,GA,Aggravated Assault Reported by Population,1959.0,743.0
2019/05,Georgia,GA,Aggravated Assault Reported by Population,2081.0,760.0
2019/06,Georgia,GA,Aggravated Assault Reported by Population,1942.0,742.0
2019/07,Georgia,GA,Aggravated Assault Reported by Population,1530.0,638.0
2019/08,Georgia,GA,Aggravated Assault Reported by Population,1669.0,629.0
2019/09,Georgia,GA,Aggravated Assault Reported by Population,1577.0,581.0
2019/10,Georgia,GA,Aggravated Assault Reported by Population,879.0,374.0
2019/11,Georgia,GA,Aggravated Assault Reported by Population,915.0,400.0
2019/12,Georgia,GA,Aggravated Assault Reported by Population,986.0,368.0
2020/01,Georgia,GA,Aggravated Assault Reported by Population,1139.0,456.0
2020/02,Georgia,GA,Aggravated Assault Reported by Population,1062.0,420.0
2020/03,Georgia,GA,Aggravated Assault Reported by Population,1328.0,478.0
2020/04,Georgia,GA,Aggravated Assault Reported by Population,1229.0,543.0
2020/05,Georgia,GA,Aggravated Assault Reported by Population,1746.0,618.0
2020/06,Georgia,GA,Aggravated Assault Reported by Population,1730.0,569.0
2020/07,Georgia,GA,Aggravated Assault Reported by Population,1785.0,579.0
2020/08,Georgia,GA,Aggravated Assault Reported by Population,1991.0,627.0
2020/09,Georgia,GA,Aggravated Assault Reported by Population,1789.0,620.0
2020/10,Georgia,GA,Aggravated Assault Reported by Population,2322.0,662.0
2020/11,Georgia,GA,Aggravated Assault Reported by Population,2180.0,638.0
2020/12,Georgia,GA,Aggravated Assault Reported by Population,2079.0,720.0
2021/01,Georgia,GA,Aggravated Assault Reported by Population,2189.0,729.0
2021/02,Georgia,GA,Aggravated Assault Reported by Population,1871.0,743.0
2021/03,Georgia,GA,Aggravated Assault Reported by Population,2140.0,789.0
2021/04,Georgia,GA,Aggravated Assault Reported by Population,2237.0,807.0
2021/05,Georgia,GA,Aggravated Assault Reported by Population,2530.0,844.0
2021/06,Georgia,GA,Aggravated Assault Reported by Population,2304.0,847.0
2021/07,Georgia,GA,Aggravated Assault Reported by Population,2426.0,847.0
2021/08,Georgia,GA,Aggravated Assault Reported by Population,2398.0,863.0
2021/09,Georgia,GA,Aggravated Assault Reported by Population,2348.0,781.0
2021/10,Georgia,GA,Aggravated Assault Reported by Population,2259.0,735.0
2021/11,Georgia,GA,Aggravated Assault Reported by Population,2025.0,642.0
2021/12,Georgia,GA,Aggravated Assault Reported by Population,2209.0,660.0
2022/01,Georgia,GA,Aggravated Assault Reported by Population,2182.0,712.0
2022/02,Georgia,GA,Aggravated Assault Reported by Population,2184.0,763.0
2022/03,Georgia,GA,Aggravated Assault Reported by Population,2515.0,915.0
2022/04,Georgia,GA,Aggravated Assault Reported by Population,2712.0,867.0
2022/05,Georgia,GA,Aggravated Assault Reported by Population,3035.0,997.0
2022/06,Georgia,GA,Aggravated Assault Reported by Population,2699.0,1002.0
2022/07,Georgia,GA,Aggravated Assault Reported by Population,2814.0,919.0
2022/08,Georgia,GA,Aggravated Assault Reported by Population,2428.0,929.0
2022/09,Georgia,GA,Aggravated Assault Reported by Population,2534.0,886.0
2022/10,Georgia,GA,Aggravated Assault Reported by Population,2489.0,842.0
2022/11,Georgia,GA,Aggravated Assault Reported by Population,2274.0,709.0
2022/12,Georgia,GA,Aggravated Assault Reported by Population,2185.0,710.0
2023/01,Georgia,GA,Aggravated Assault Reported by Population,2424.0,837.0
2023/02,Georgia,GA,Aggravated Assault Reported by Population,2238.0,760.0
2023/03,Georgia,GA,Aggravated Assault Reported by Population,2451.0,838.0
2023/04,Georgia,GA,Aggravated Assault Reported by Population,2500.0,760.0
2023/05,Georgia,GA,Aggravated Assault Reported by Population,2724.0,818.0
2023/06,Georgia,GA,Aggravated Assault Reported by Population,2542.0,767.0
2023/07,Georgia,GA,Aggravated Assault Reported by Population,2599.0,873.0
2023/08,Georgia,GA,Aggravated Assault Reported by Population,2234.0,750.0
2023/09,Georgia,GA,Aggravated Assault Reported by Population,2053.0,727.0
2023/10,Georgia,GA,Aggravated Assault Reported by Population,2269.0,783.0
2023/11,Georgia,GA,Aggravated Assault Reported by Population,1909.0,585.0
2023/12,Georgia,GA,Aggravated Assault Reported by Population,1941.0,672.0
2024/01,Georgia,GA,Aggravated Assault Reported by Population,2093.0,716.0
2024/02,Georgia,GA,Aggravated Assault Reported by Population,2022.0,699.0
2024/03,Georgia,GA,Aggravated Assault Reported by Population,2113.0,832.0
2024/04,Georgia,GA,Aggravated Assault Reported by Population,2348.0,769.0
2024/05,Georgia,GA,Aggravated Assault Reported by Population,2421.0,906.0
2024/06,Georgia,GA,Aggravated Assault Reported by Population,2206.0,760.0
2024/07,Georgia,GA,Aggravated Assault Reported by Population,2158.0,737.0
2024/08,Georgia,GA,Aggravated Assault Reported by Population,2216.0,789.0
2024/09,Georgia,GA,Aggravated Assault Reported by Population,2003.0,715.0
2024/10,Georgia,GA,Aggravated Assault Reported by Population,1901.0,697.0
2024/11,Georgia,GA,Aggravated Assault Reported by Population,1773.0,619.0
2024/12,Georgia,GA,Aggravated Assault Reported by Population,1667.0,613.0
2025/01,Georgia,GA,Aggravated Assault Reported by Population,1804.0,584.0
2025/02,Georgia,GA,Aggravated Assault Reported by Population,1562.0,614.0
2025/03,Georgia,GA,Aggravated Assault Reported by Population,1900.0,655.0
2025/04,Georgia,GA,Aggravated Assault Reported by Population,1884.0,720.0
2025/05,Georgia,GA,Aggravated Assault Reported by Population,1843.0,699.0
2025/06,Georgia,GA,Aggravated Assault Reported by Population,1765.0,590.0
2025/07,Georgia,GA,Aggravated Assault Reported by Population,1629.0,584.0
2025/08,Georgia,GA,Aggravated Assault Reported by Population,1240.0,487.0
2025/09,Georgia,GA,Aggravated Assault Reported by Population,182.0,67.0
2025/10,Georgia,GA,Aggravated Assault Reported by Population,,
2015/10,Vermont,VT,Aggravated Assault Reported by Population,27.0,22.0
2015/11,Vermont,VT,Aggravated Assault Reported by Population,33.0,34.0
2015/12,Vermont,VT,Aggravated Assault Reported by Population,62.0,51.0
2016/01,Vermont,VT,Aggravated Assault Reported by Population,36.0,31.0
2016/02,Vermont,VT,Aggravated Assault Reported by Population,32.0,29.0
2016/03,Vermont,VT,Aggravated Assault Reported by Population,47.0,39.0
2016/04,Vermont,VT,Aggravated Assault Reported by Population,36.0,34.0
2016/05,Vermont,VT,Aggravated Assault Reported by Population,53.0,49.0
2016/06,Vermont,VT,Aggravated Assault Reported by Population,54.0,47.0
2016/07,Vermont,VT,Aggravated Assault Reported by Population,54.0,47.0
2016/08,Vermont,VT,Aggravated Assault Reported by Population,66.0,60.0
2016/09,Vermont,VT,Aggravated Assault Reported by Population,42.0,36.0
2016/10,Vermont,VT,Aggravated Assault Reported by Population,61.0,54.0
2016/11,Vermont,VT,Aggravated Assault Reported by Population,36.0,31.0
2016/12,Vermont,VT,Aggravated Assault Reported by Population,33.0,33.0
2017/01,Vermont,VT,Aggravated Assault Reported by Population,53.0,48.0
2017/02,Vermont,VT,Aggravated Assault Reported by Population,51.0,43.0
2017/03,Vermont,VT,Aggravated Assault Reported by Population,53.0,49.0
2017/04,Vermont,VT,Aggravated Assault Reported by Population,50.0,42.0
2017/05,Vermont,VT,Aggravated Assault Reported by Population,50.0,40.0
2017/06,Vermont,VT,Aggravated Assault Reported by Population,49.0,47.0
2017/07,Vermont,VT,Aggravated Assault Reported by Population,77.0,66.0
2017/08,Vermont,VT,Aggravated Assault Reported by Population,50.0,52.0
2017/09,Vermont,VT,Aggravated Assault Reported by Population,74.0,66.0
2017/10,Vermont,VT,Aggravated Assault Reported by Population,85.0,69.0
2017/11,Vermont,VT,Aggravated Assault Reported by Population,55.0,50.0
2017/12,Vermont,VT,Aggravated Assault Reported by Population,58.0,44.0
2018/01,Vermont,VT,Aggravated Assault Reported by Population,67.0,55.0
2018/02,Vermont,VT,Aggravated Assault Reported by Population,44.0,38.0
2018/03,Vermont,VT,Aggravated Assault Reported by Population,55.0,46.0
2018/04,Vermont,VT,Aggravated Assault Reported by Population,31.0,25.0
2018/05,Vermont,VT,Aggravated Assault Reported by Population,38.0,27.0
2018/06,Vermont,VT,Aggravated Assault Reported by Population,51.0,41.0
2018/07,Vermont,VT,Aggravated Assault Reported by Population,65.0,61.0
2018/08,Vermont,VT,Aggravated Assault Reported by Population,80.0,72.0
2018/09,Vermont,VT,Aggravated Assault Reported by Population,60.0,45.0
2018/10,Vermont,VT,Aggravated Assault Reported by Population,76.0,56.0
2018/11,Vermont,VT,Aggravated Assault Reported by Population,66.0,63.0
2018/12,Vermont,VT,Aggravated Assault Reported by Population,64.0,59.0
2019/01,Vermont,VT,Aggravated Assault Reported by Population,82.0,68.0
2019/02,Vermont,VT,Aggravated Assault Reported by Population,63.0,56.0
2019/03,Vermont,VT,Aggravated Assault Reported by Population,71.0,58.0
2019/04,Vermont,VT,Aggravated Assault Reported by Population,82.0,61.0
2019/05,Vermont,VT,Aggravated Assault Reported by Population,83.0,68.0
2019/06,Vermont,VT,Aggravated Assault Reported by Population,61.0,52.0
2019/07,Vermont,VT,Aggravated Assault Reported by Population,87.0,70.0
2019/08,Vermont,VT,Aggravated Assault Reported by Population,78.0,72.0
2019/09,Vermont,VT,Aggravated Assault Reported by Population,65.0,53.0
2019/10,Vermont,VT,Aggravated Assault Reported by Population,69.0,53.0
2019/11,Vermont,VT,Aggravated Assault Reported by Population,71.0,61.0
2019/12,Vermont,VT,Aggravated Assault Reported by Population,64.0,60.0
2020/01,Vermont,VT,Aggravated Assault Reported by Population,62.0,55.0
2020/02,Vermont,VT,Aggravated Assault Reported by Population,54.0,53.0
2020/03,Vermont,VT,Aggravated Assault Reported by Population,47.0,34.0
2020/04,Vermont,VT,Aggravated Assault Reported by Population,58.0,53.0
2020/05,Vermont,VT,Aggravated Assault Reported by Population,64.0,56.0
2020/06,Vermont,VT,Aggravated Assault Reported by Population,80.0,69.0
2020/07,Vermont,VT,Aggravated Assault Reported by Population,85.0,72.0
2020/08,Vermont,VT,Aggravated Assault Reported by Population,69.0,53.0
2020/09,Vermont,VT,Aggravated Assault Reported by Population,91.0,84.0
2020/10,Vermont,VT,Aggravated Assault Reported by Population,67.0,62.0
2020/11,Vermont,VT,Aggravated Assault Reported by Population,58.0,47.0
2020/12,Vermont,VT,Aggravated Assault Reported by Population,53.0,48.0
2021/01,Vermont,VT,Aggravated Assault Reported by Population,58.0,46.0
2021/02,Vermont,VT,Aggravated Assault Reported by Population,64.0,58.0
2021/03,Vermont,VT,Aggravated Assault Reported by Population,68.0,56.0
2021/04,Vermont,VT,Aggravated Assault Reported by Population,38.0,37.0
2021/05,Vermont,VT,Aggravated Assault Reported by Population,71.0,54.0
2021/06,Vermont,VT,Aggravated Assault Reported by Population,80.0,74.0
2021/07,Vermont,VT,Aggravated Assault Reported by Population,93.0,71.0
2021/08,Vermont,VT,Aggravated Assault Reported by Population,83.0,74.0
2021/09,Vermont,VT,Aggravated Assault Reported by Population,73.0,67.0
2021/10,Vermont,VT,Aggravated Assault Reported by Population,83.0,68.0
2021/11,Vermont,VT,Aggravated Assault Reported by Population,73.0,64.0
2021/12,Vermont,VT,Aggravated Assault Reported by Population,76.0,55.0
2022/01,Vermont,VT,Aggravated Assault Reported by Population,80.0,66.0
2022/02,Vermont,VT,Aggravated Assault Reported by Population,74.0,56.0
2022/03,Vermont,VT,Aggravated Assault Reported by Population,85.0,67.0
2022/04,Vermont,VT,Aggravated Assault Reported by Population,88.0,64.0
2022/05,Vermont,VT,Aggravated Assault Reported by Population,113.0,92.0
2022/06,Vermont,VT,Aggravated Assault Reported by Population,101.0,80.0
2022/07,Vermont,VT,Aggravated Assault Reported by Population,92.0,71.0
2022/08,Vermont,VT,Aggravated Assault Reported by Population,89.0,67.0
2022/09,Vermont,VT,Aggravated Assault Reported by Population,94.0,74.0
2022/10,Vermont,VT,Aggravated Assault Reported by Population,96.0,85.0
2022/11,Vermont,VT,Aggravated Assault Reported by Population,68.0,50.0
2022/12,Vermont,VT,Aggravated Assault Reported by Population,76.0,70.0
2023/01,Vermont,VT,Aggravated Assault Reported by Population,75.0,63.0
2023/02,Vermont,VT,Aggravated Assault Reported by Population,80.0,70.0
2023/03,Vermont,VT,Aggravated Assault Reported by Population,85.0,71.0
2023/04,Vermont,VT,Aggravated Assault Reported by Population,94.0,74.0
2023/05,Vermont,VT,Aggravated Assault Reported by Population,101.0,85.0
2023/06,Vermont,VT,Aggravated Assault Reported by Population,89.0,73.0
2023/07,Vermont,VT,Aggravated Assault Reported by Population,103.0,82.0
2023/08,Vermont,VT,Aggravated Assault Reported by Population,89.0,78.0
2023/09,Vermont,VT,Aggravated Assault Reported by Population,107.0,87.0
2023/10,Vermont,VT,Aggravated Assault Reported by Population,78.0,67.0
2023/11,Vermont,VT,Aggravated Assault Reported by Population,74.0,54.0
2023/12,Vermont,VT,Aggravated Assault Reported by Population,79.0,73.0
2024/01,Vermont,VT,Aggravated Assault Reported by Population,70.0,57.0
2024/02,Vermont,VT,Aggravated Assault Reported by Population,78.0,73.0
2024/03,Vermont,VT,Aggravated Assault Reported by Population,107.0,91.0
2024/04,Vermont,VT,Aggravated Assault Reported by Population,74.0,67.0
2024/05,Vermont,VT,Aggravated Assault Reported by Population,98.0,79.0
2024/06,Vermont,VT,Aggravated Assault Reported by Population,118.0,94.0
2024/07,Vermont,VT,Aggravated Assault Reported by Population,109.0,101.0
2024/08,Vermont,VT,Aggravated Assault Reported by Population,100.0,86.0
2024/09,Vermont,VT,Aggravated Assault Reported by Population,99.0,74.0
2024/10,Vermont,VT,Aggravated Assault Reported by Population,71.0,65.0
2024/11,Vermont,VT,Aggravated Assault Reported by Population,88.0,66.0
2024/12,Vermont,VT,Aggravated Assault Reported by Population,75.0,65.0
2025/01,Vermont,VT,Aggravated Assault Reported by Population,76.0,75.0
2025/02,Vermont,VT,Aggravated Assault Reported by Population,67.0,54.0
2025/03,Vermont,VT,Aggravated Assault Reported by Population,93.0,75.0
2025/04,Vermont,VT,Aggravated Assault Reported by Population,99.0,76.0
2025/05,Vermont,VT,Aggravated Assault Reported by Population,89.0,78.0
2025/06,Vermont,VT,Aggravated Assault Reported by Population,96.0,81.0
2025/07,Vermont,VT,Aggravated Assault Reported by Population,117.0,100.0
2025/08,Vermont,VT,Aggravated Assault Reported by Population,89.0,80.0
2025/09,Vermont,VT,Aggravated Assault Reported by Population,85.0,87.0
2025/10,Vermont,VT,Aggravated Assault Reported by Population,9.0,11.0
2015/10,New Jersey,NJ,Aggravated Assault Reported by Population,907.0,417.0
2015/11,New Jersey,NJ,Aggravated Assault Reported by Population,964.0,489.0
2015/12,New Jersey,NJ,Aggravated Assault Reported by Population,882.0,458.0
2016/01,New Jersey,NJ,Aggravated Assault Reported by Population,833.0,471.0
2016/02,New Jersey,NJ,Aggravated Assault Reported by Population,772.0,455.0
2016/03,New Jersey,NJ,Aggravated Assault Reported by Population,966.0,488.0
2016/04,New Jersey,NJ,Aggravated Assault Reported by Population,920.0,491.0
2016/05,New Jersey,NJ,Aggravated Assault Reported by Population,1012.0,519.0
2016/06,New Jersey,NJ,Aggravated Assault Reported by Population,996.0,481.0
2016/07,New Jersey,NJ,Aggravated Assault Reported by Population,963.0,448.0
2016/08,New Jersey,NJ,Aggravated Assault Reported by Population,990.0,510.0
2016/09,New Jersey,NJ,Aggravated Assault Reported by Population,1006.0,483.0
2016/10,New Jersey,NJ,Aggravated Assault Reported by Population,954.0,470.0
2016/11,New Jersey,NJ,Aggravated Assault Reported by Population,890.0,450.0
2016/12,New Jersey,NJ,Aggravated Assault Reported by Population,783.0,455.0
2017/01,New Jersey,NJ,Aggravated Assault Reported by Population,803.0,439.0
2017/02,New Jersey,NJ,Aggravated Assault Reported by Population,722.0,373.0
2017/03,New Jersey,NJ,Aggravated Assault Reported by Population,819.0,426.0
2017/04,New Jersey,NJ,Aggravated Assault Reported by Population,924.0,480.0
2017/05,New Jersey,NJ,Aggravated Assault Reported by Population,1004.0,485.0
2017/06,New Jersey,NJ,Aggravated Assault Reported by Population,990.0,490.0
2017/07,New Jersey,NJ,Aggravated Assault Reported by Population,1069.0,472.0
2017/08,New Jersey,NJ,Aggravated Assault Reported by Population,1036.0,457.0
2017/09,New Jersey,NJ,Aggravated Assault Reported by Population,1002.0,459.0
2017/10,New Jersey,NJ,Aggravated Assault Reported by Population,930.0,442.0
2017/11,New Jersey,NJ,Aggravated Assault Reported by Population,789.0,375.0
2017/12,New Jersey,NJ,Aggravated Assault Reported by Population,792.0,424.0
2018/01,New Jersey,NJ,Aggravated Assault Reported by Population,778.0,444.0
2018/02,New Jersey,NJ,Aggravated Assault Reported by Population,661.0,391.0
2018/03,New Jersey,NJ,Aggravated Assault Reported by Population,762.0,432.0
2018/04,New Jersey,NJ,Aggravated Assault Reported by Population,794.0,413.0
2018/05,New Jersey,NJ,Aggravated Assault Reported by Population,1062.0,590.0
2018/06,New Jersey,NJ,Aggravated Assault Reported by Population,973.0,512.0
2018/07,New Jersey,NJ,Aggravated Assault Reported by Population,936.0,478.0
2018/08,New Jersey,NJ,Aggravated Assault Reported by Population,962.0,486.0
2018/09,New Jersey,NJ,Aggravated Assault Reported by Population,940.0,516.0
2018/10,New Jersey,NJ,Aggravated Assault Reported by Population,902.0,469.0
2018/11,New Jersey,NJ,Aggravated Assault Reported by Population,823.0,432.0
2018/12,New Jersey,NJ,Aggravated Assault Reported by Population,870.0,496.0
2019/01,New Jersey,NJ,Aggravated Assault Reported by Population,792.0,472.0
2019/02,New Jersey,NJ,Aggravated Assault Reported by Population,711.0,445.0
2019/03,New Jersey,NJ,Aggravated Assault Reported by Population,823.0,475.0
2019/04,New Jersey,NJ,Aggravated Assault Reported by Population,864.0,482.0
2019/05,New Jersey,NJ,Aggravated Assault Reported by Population,971.0,548.0
2019/06,New Jersey,NJ,Aggravated Assault Reported by Population,1026.0,568.0
2019/07,New Jersey,NJ,Aggravated Assault Reported by Population,1082.0,618.0
2019/08,New Jersey,NJ,Aggravated Assault Reported by Population,967.0,520.0
2019/09,New Jersey,NJ,Aggravated Assault Reported by Population,940.0,528.0
2019/10,New Jersey,NJ,Aggravated Assault Reported by Population,945.0,497.0
2019/11,New Jersey,NJ,Aggravated Assault Reported by Population,868.0,498.0
2019/12,New Jersey,NJ,Aggravated Assault Reported by Population,890.0,472.0
2020/01,New Jersey,NJ,Aggravated Assault Reported by Population,878.0,557.0
2020/02,New Jersey,NJ,Aggravated Assault Reported by Population,817.0,497.0
2020/03,New Jersey,NJ,Aggravated Assault Reported by Population,870.0,482.0
2020/04,New Jersey,NJ,Aggravated Assault Reported by Population,673.0,408.0
2020/05,New Jersey,NJ,Aggravated Assault Reported by Population,1045.0,516.0
