date,state,state_code,crime_type,crime_count,Clearances,year,population,total_population_at_date,total_crime_count_at_date,crime_rate,crime_count_standardized,crime_count_weighted,crime_relative_intensity,crime_rate_normalized,crime_count_normalized
2016-03-01,Pennsylvania,PA,Aggravated Assault Reported by Population,1961.0,1312.0,2016,12788.468,323071.755,120850.0,15334.127590576132,-0.055618263577548344,77.62419759659893,0.4099316104328798,0.05467042363696468,0.015388599409881349
2016-03-01,Rhode Island,RI,Aggravated Assault Reported by Population,122.0,67.0,2016,1057.816,323071.755,120850.0,11533.196699615057,-0.25191781358090054,0.39945786037532127,0.30832023984318113,0.041119049370888144,0.0009573733442149538
2016-03-01,South Carolina,SC,Aggravated Assault Reported by Population,1540.0,721.0,2016,4963.031,323071.755,120850.0,31029.4253652657,-0.10055687725422657,23.657492868728184,0.8295184865037571,0.11062851928877922,0.0120848766400904
2016-03-01,South Dakota,SD,Aggravated Assault Reported by Population,227.0,142.0,2016,863.693,323071.755,120850.0,26282.486948487483,-0.2407098457993062,0.6068568606376623,0.70261722666218,0.09370436545668652,0.0017813422060392993
2016-03-01,Tennessee,TN,Aggravated Assault Reported by Population,2646.0,1398.0,2016,6651.277,323071.755,120850.0,39781.83437556427,0.01750038337856708,54.47483003272756,1.063499135195108,0.14183328823377478,0.02076401531797351
2016-03-01,Texas,TX,Aggravated Assault Reported by Population,6081.0,3042.0,2016,27914.064,323071.755,120850.0,21784.71755313021,0.38416104366215315,525.4109050294414,0.5823770734024892,0.07766856838814798,0.047719568083369954
2016-03-01,Utah,UT,Aggravated Assault Reported by Population,294.0,176.0,2016,3044.241,323071.755,120850.0,9657.57967256863,-0.233558094929146,2.770303624964058,0.25817883441200434,0.03443195375076622,0.0023071128131081677
2016-03-01,Virginia,VA,Aggravated Assault Reported by Population,821.0,506.0,2016,8417.651,323071.755,120850.0,9753.314790551427,-0.17730477092057254,21.391196735845877,0.2607381486512955,0.034773276035072166,0.006442651767217026
2016-03-01,Vermont,VT,Aggravated Assault Reported by Population,47.0,39.0,2016,624.366,323071.755,120850.0,7527.636033992882,-0.25992350485346793,0.09083184012789976,0.20123844307019612,0.026838113125926405,0.0003688241571975642
2016-03-01,Washington,WA,Aggravated Assault Reported by Population,1101.0,667.0,2016,7299.961,323071.755,120850.0,15082.27235734547,-0.14741685683632097,24.877622189534954,0.4031986925838302,0.053772489782262116,0.00863990206541528
2016-03-01,Wisconsin,WI,Aggravated Assault Reported by Population,862.0,518.0,2016,5775.17,323071.755,120850.0,14925.967547275664,-0.1729283263582357,15.40895006435954,0.3990201514746706,0.05321521972352965,0.006764391989453199
2016-03-01,West Virginia,WV,Aggravated Assault Reported by Population,395.0,203.0,2016,1832.435,323071.755,120850.0,21556.016993781497,-0.22277709734875525,2.2404057730147287,0.5762631560604727,0.0768531873766264,0.003099692384958252
2016-03-01,Wyoming,WY,Aggravated Assault Reported by Population,87.0,66.0,2016,585.243,323071.755,120850.0,14865.619921981124,-0.25565380284143197,0.15760010032446198,0.39740686117976043,0.05300006367889331,0.000682717056940172
2016-03-01,Puerto Rico,,Aggravated Assault Reported by Population,,,2016,,323071.755,120850.0,,,,,,
2016-03-01,United States,,Aggravated Assault Reported by Population,60425.0,31050.0,2016,,323071.755,120850.0,,6.184978197214177,,,,0.47417446167367694
2016-03-01,Mariana Islands,,Aggravated Assault Reported by Population,,,2016,,323071.755,120850.0,,,,,,
2016-03-01,U.S. Virgin Islands,,Aggravated Assault Reported by Population,44.0,16.0,2016,,323071.755,120850.0,,-0.2602437325043706,,,,0.0003452821897168686
2016-03-01,Guam,,Aggravated Assault Reported by Population,0.0,0.0,2016,,323071.755,120850.0,,-0.26494040471761016,,,,0.0
2016-03-01,American Samoa,,Aggravated Assault Reported by Population,,,2016,,323071.755,120850.0,,,,,,
2016-04-01,Alaska,AK,Aggravated Assault Reported by Population,318.0,186.0,2016,742.575,323071.755,121146.0,42823.95717604282,-0.23099627372192444,0.7309176563577959,1.1420278837855973,0.15267930091205997,0.0024954485529537322
2016-04-01,Alabama,AL,Aggravated Assault Reported by Population,1503.0,643.0,2016,4866.824,323071.755,121146.0,30882.56324864018,-0.10450635161535982,22.64152269207192,0.8235751826421578,0.11010491505471293,0.011794525707828489
2016-04-01,Arkansas,AR,Aggravated Assault Reported by Population,942.0,480.0,2016,2991.815,323071.755,121146.0,31485.90404152663,-0.16438892233416383,8.723417279235692,0.8396650550953065,0.11225599254834458,0.007392177788938414
2016-04-01,Arizona,AZ,Aggravated Assault Reported by Population,1789.0,786.0,2016,6944.767,323071.755,121146.0,25760.403480779125,-0.07397798222930287,38.456435670150114,0.686977594146189,0.09184299289506698,0.014038859940988135
2016-04-01,California,CA,Aggravated Assault Reported by Population,8805.0,4601.0,2016,39149.186,323071.755,121146.0,22490.889082598038,0.6749277506818004,1066.9722047660898,0.5997862915346185,0.08018626601706923,0.06909567455584155
2016-04-01,Colorado,CO,Aggravated Assault Reported by Population,863.0,493.0,2016,5543.844,323071.755,121146.0,15566.816093670746,-0.1728215838079348,14.808900183799725,0.41513534042762057,0.05550002277551963,0.006772239311946764
2016-04-01,Connecticut,CT,Aggravated Assault Reported by Population,351.0,225.0,2016,3579.83,323071.755,121146.0,9804.934871208969,-0.2274737695619948,3.8892918076357375,0.26147768118651715,0.034957315959159956,0.0027544101952413835
2016-04-01,District of Columbia,DC,Aggravated Assault Reported by Population,353.0,187.0,2016,687.576,323071.755,121146.0,51339.77916623035,-0.227260284461393,0.7512706519330358,1.3691275449908766,0.18304057142259444,0.002770104840228514
2016-04-01,Delaware,DE,Aggravated Assault Reported by Population,259.0,196.0,2016,949.989,323071.755,121146.0,27263.47357706247,-0.23729408418967746,0.7615866976672102,0.7270614181184438,0.09720185523884746,0.0020324565258333857
2016-04-01,Florida,FL,Aggravated Assault Reported by Population,0.0,0.0,2016,20627.237,323071.755,121146.0,0.0,-0.26494040471761016,0.0,0.0,0.0,0.0
2016-04-01,Georgia,GA,Aggravated Assault Reported by Population,2021.0,927.0,2016,10308.442,323071.755,121146.0,19605.290498797007,-0.04921371055949444,64.48524502552073,0.5228332432545172,0.06989830564300921,0.015859438759495262
2016-04-01,Hawaii,HI,Aggravated Assault Reported by Population,137.0,85.0,2016,1428.885,323071.755,121146.0,9587.8954569472,-0.2503166753263871,0.6059249747784359,0.25568968121378,0.03418351016854545,0.0010750831816184318
2016-04-01,Iowa,IA,Aggravated Assault Reported by Population,551.0,340.0,2016,3133.21,323071.755,121146.0,17585.798589944498,-0.20612525950181512,5.3437005348858175,0.4689774993421074,0.06269825611060272,0.004323874693954423
2016-04-01,Idaho,ID,Aggravated Assault Reported by Population,240.0,161.0,2016,1684.036,323071.755,121146.0,14251.47680928436,-0.23932219264539453,1.2510181832515814,0.38005791558262747,0.05081047291498897,0.001883357398455647
2016-04-01,Illinois,IL,Aggravated Assault Reported by Population,2481.0,39.0,2016,12821.709,323071.755,121146.0,19349.994606803193,-0.00011213742108116266,98.46314181504354,0.5160250207898274,0.06898810488423529,0.01946920710653525
2016-04-01,Indiana,IN,Aggravated Assault Reported by Population,1207.0,544.0,2016,6637.898,323071.755,121146.0,18183.46711564414,-0.13610214650442576,24.799267537330834,0.4849161039601753,0.06482911039634379,0.009471718249733191
2016-04-01,Kansas,KS,Aggravated Assault Reported by Population,571.0,309.0,2016,2912.977,323071.755,121146.0,19601.93987113527,-0.20399040849579714,5.14842242089532,0.5227438888260566,0.0698863597248189,0.004480821143825727
2016-04-01,Kentucky,KY,Aggravated Assault Reported by Population,449.0,225.0,2016,4440.306,323071.755,121146.0,10111.91571031366,-0.21701299963250675,6.1710668393156185,0.2696642361236116,0.0360517879089433,0.003523447799610773
2016-04-01,Louisiana,LA,Aggravated Assault Reported by Population,1542.0,762.0,2016,4681.346,323071.755,121146.0,32939.24439680383,-0.10034339215362478,22.343753114536426,0.8784226879673559,0.11743755455390213,0.012100571285077532
2016-04-01,Massachusetts,MA,Aggravated Assault Reported by Population,1452.0,864.0,2016,6827.28,323071.755,121146.0,21267.62048722185,-0.10995022168070563,30.684237809646962,0.5671642048008781,0.07582497373382835,0.011394312260656663
2016-04-01,Maryland,MD,Aggravated Assault Reported by Population,1471.0,795.0,2016,6007.014,323071.755,121146.0,24488.040147733966,-0.10792211322498857,27.35094435599918,0.6530462505603876,0.08730666423686088,0.011543411388034403
2016-04-01,Maine,ME,Aggravated Assault Reported by Population,76.0,58.0,2016,1332.348,323071.755,121146.0,5704.215415191827,-0.25682797089474185,0.31342401937922426,0.15211982938636662,0.020337112197807445,0.0005963965095109548
2016-04-01,Michigan,MI,Aggravated Assault Reported by Population,2401.0,1077.0,2016,9954.117,323071.755,121146.0,24120.67288339086,-0.008651541445153036,73.97686287060286,0.6432493124179086,0.08599689790986531,0.018841421307050035
2016-04-01,Minnesota,MN,Aggravated Assault Reported by Population,646.0,319.0,2016,5525.36,323071.755,121146.0,11691.545890222538,-0.19598471722322977,11.048265608982128,0.3117897618920338,0.04168360821402714,0.005069370330843116
2016-04-01,Missouri,MO,Aggravated Assault Reported by Population,1866.0,879.0,2016,6091.384,323071.755,121146.0,30633.43240222583,-0.0657588058561337,35.18265638542125,0.816931369410543,0.10921669439565967,0.014643103772992655
2016-04-01,Mississippi,MS,Aggravated Assault Reported by Population,235.0,87.0,2016,2990.595,323071.755,121146.0,7857.968063211502,-0.23985590539689902,2.1753366369028453,0.20955603428224548,0.028015838553836554,0.001844120785987821
2016-04-01,Montana,MT,Aggravated Assault Reported by Population,238.0,109.0,2016,1042.137,323071.755,121146.0,22837.68832696661,-0.23953567774599632,0.7677198707760756,0.6090347223957965,0.0814227016404601,0.0018676627534685165
2016-04-01,North Carolina,NC,Aggravated Assault Reported by Population,1887.0,1017.0,2016,10161.802,323071.755,121146.0,18569.54111091714,-0.06351721229981483,59.35313154812929,0.49521191258883085,0.06620557141456057,0.014807897545357523
2016-04-01,North Dakota,ND,Aggravated Assault Reported by Population,93.0,62.0,2016,756.114,323071.755,121146.0,12299.732580007776,-0.25501334753962657,0.21765629743770082,0.32800886456455763,0.043851962675963176,0.0007298009919015632
2016-04-01,Nebraska,NE,Aggravated Assault Reported by Population,244.0,168.0,2016,1906.483,323071.755,121146.0,12798.435653504386,-0.23889522244419092,1.439871622327368,0.34130826175294554,0.04562997763873626,0.0019147466884299076
2016-04-01,New Hampshire,NH,Aggravated Assault Reported by Population,128.0,82.0,2016,1343.694,323071.755,121146.0,9525.978384959672,-0.25127735827909514,0.532367281689481,0.25403847877115104,0.03396275861056317,0.001004457279176345
2016-04-01,New Jersey,NJ,Aggravated Assault Reported by Population,920.0,491.0,2016,8873.584,323071.755,121146.0,10367.85136648281,-0.1667372584407836,25.268991032657745,0.2764895197983218,0.03696426960468522,0.00721953669407998
2016-04-01,New Mexico,NM,Aggravated Assault Reported by Population,818.0,400.0,2016,2092.555,323071.755,121146.0,39090.96774039392,-0.17762499857147523,5.298234721880902,1.0424766440936926,0.13937015680368156,0.00641910979973633
2016-04-01,Nevada,NV,Aggravated Assault Reported by Population,1098.0,473.0,2016,2919.555,323071.755,121146.0,37608.47115399436,-0.14773708448722367,9.922474931304347,1.0029414738074582,0.134084644736557,0.008616360097934584
2016-04-01,New York,NY,Aggravated Assault Reported by Population,3605.0,2533.0,2016,19636.391,323071.755,121146.0,18358.770713009333,0.11986648911712866,219.1129012655408,0.4895910945383691,0.06545411640835383,0.02828959758930253
2016-04-01,Ohio,OH,Aggravated Assault Reported by Population,1155.0,395.0,2016,11640.06,323071.755,121146.0,9922.629264797604,-0.14165275912007247,41.61388017346177,0.2646163514100772,0.0353769291597923,0.0090636574800678
2016-04-01,Oklahoma,OK,Aggravated Assault Reported by Population,1026.0,486.0,2016,3928.143,323071.755,121146.0,26119.212055161945,-0.15542254810888836,12.474859394625817,0.6965462894258437,0.0931222451153328,0.00805135287839789
2016-04-01,Oregon,OR,Aggravated Assault Reported by Population,533.0,328.0,2016,4093.271,323071.755,121146.0,13021.370928042634,-0.2080466254072313,6.7530305860380775,0.34725349233393693,0.046424803808704965,0.004182622889070249
2016-04-01,Pennsylvania,PA,Aggravated Assault Reported by Population,1822.0,1280.0,2016,12788.468,323071.755,121146.0,14247.210846522037,-0.07045547806937322,72.12202346813017,0.37994415102776075,0.050795263572947294,0.014297821583275786
2016-04-01,Rhode Island,RI,Aggravated Assault Reported by Population,126.0,57.0,2016,1057.816,323071.755,121146.0,11911.334296323746,-0.25149084337969696,0.4125548394040203,0.3176510718888781,0.042467214924032014,0.0009887626341892146
2016-04-01,South Carolina,SC,Aggravated Assault Reported by Population,1605.0,788.0,2016,4963.031,323071.755,121146.0,32339.108903410037,-0.09361861148466818,24.65602341188879,0.8624182943358266,0.11529790484317576,0.012594952602172138
2016-04-01,South Dakota,SD,Aggravated Assault Reported by Population,183.0,117.0,2016,863.693,323071.755,121146.0,21188.084191952465,-0.24540651801254573,0.48922821804710226,0.5650431334903208,0.07554140475142569,0.0014360600163224309
2016-04-01,Tennessee,TN,Aggravated Assault Reported by Population,2679.0,1426.0,2016,6651.277,323071.755,121146.0,40277.97970224365,0.021022887538496723,55.1542213369906,1.0741318401150868,0.1436021841187765,0.021022976960261158
2016-04-01,Texas,TX,Aggravated Assault Reported by Population,6240.0,2979.0,2016,27914.064,323071.755,121146.0,22354.322896157293,0.401133109159996,539.1488319986375,0.5961443489589603,0.07969936963362002,0.04896729235984682
2016-04-01,Utah,UT,Aggravated Assault Reported by Population,372.0,195.0,2016,3044.241,323071.755,121146.0,12219.7946877399,-0.22523217600567594,3.5052821377096244,0.32587708347843153,0.04356696188872461,0.002919203967606253
2016-04-01,Virginia,VA,Aggravated Assault Reported by Population,823.0,455.0,2016,8417.651,323071.755,121146.0,9777.074388092355,-0.17709128581997075,21.443306837516637,0.2607346987376016,0.034857985599104004,0.006458346412204156
2016-04-01,Vermont,VT,Aggravated Assault Reported by Population,36.0,34.0,2016,624.366,323071.755,121146.0,5765.8488771009315,-0.2610976729067778,0.06957332435328492,0.15376346852473685,0.020556852607092564,0.00028250360976834706
2016-04-01,Washington,WA,Aggravated Assault Reported by Population,1027.0,588.0,2016,7299.961,323071.755,121146.0,14068.568311529336,-0.15531580555858746,23.205556756269207,0.3751801177705553,0.050158353320965667,0.008059200200891455
2016-04-01,Wisconsin,WI,Aggravated Assault Reported by Population,870.0,524.0,2016,5775.17,323071.755,121146.0,15064.491608039243,-0.17207438595582852,15.551956561476567,0.40173936753933354,0.053709096472703936,0.00682717056940172
2016-04-01,West Virginia,WV,Aggravated Assault Reported by Population,362.0,199.0,2016,1832.435,323071.755,121146.0,19755.134561389626,-0.22629960150868492,2.053232632484384,0.5268292797953957,0.07043254134262977,0.002840730742670601
2016-04-01,Wyoming,WY,Aggravated Assault Reported by Population,102.0,67.0,2016,585.243,323071.755,121146.0,17428.657839564075,-0.2540526645869185,0.18477253141488645,0.46478687497090077,0.0621380056924956,0.0008004268943436499
2016-04-01,U.S. Virgin Islands,,Aggravated Assault Reported by Population,52.0,2.0,2016,,323071.755,121146.0,,-0.25938979210196345,,,,0.00040806076966539014
2016-04-01,American Samoa,,Aggravated Assault Reported by Population,,,2016,,323071.755,121146.0,,,,,,
2016-04-01,Puerto Rico,,Aggravated Assault Reported by Population,,,2016,,323071.755,121146.0,,,,,,
2016-04-01,Guam,,Aggravated Assault Reported by Population,,,2016,,323071.755,121146.0,,,,,,
2016-04-01,Mariana Islands,,Aggravated Assault Reported by Population,,,2016,,323071.755,121146.0,,,,,,
2016-04-01,United States,,Aggravated Assault Reported by Population,60573.0,30523.0,2016,,323071.755,121146.0,,6.20077609465871,,,,0.4753358654027246
2016-05-01,Alaska,AK,Aggravated Assault Reported by Population,371.0,210.0,2016,742.575,323071.755,133236.0,49961.283372049955,-0.22533891855597682,0.8527372657507618,1.2114653322720959,0.17812585106406997,0.0029113566451126876
2016-05-01,Alabama,AL,Aggravated Assault Reported by Population,1752.0,696.0,2016,4866.824,323071.755,133236.0,35998.83620200772,-0.07792745659043611,26.392513477385233,0.8729027582440306,0.12834584908573324,0.013748509008726222
2016-05-01,Arkansas,AR,Aggravated Assault Reported by Population,1071.0,500.0,2016,2991.815,323071.755,133236.0,35797.667970780276,-0.15061913334534793,9.918025377984529,0.8680248143315075,0.1276286284705701,0.008404482390608325
2016-05-01,Arizona,AZ,Aggravated Assault Reported by Population,1769.0,798.0,2016,6944.767,323071.755,133236.0,25472.41685718182,-0.07611283323532084,38.0265146453301,0.6176572711685516,0.09081624059886724,0.01388191349111683
2016-05-01,California,CA,Aggravated Assault Reported by Population,9438.0,4862.0,2016,39149.186,323071.755,133236.0,24107.780938280554,0.7424957850222691,1143.6778726385412,0.5845674665169958,0.08595093454504252,0.07406302969426831
2016-05-01,Colorado,CO,Aggravated Assault Reported by Population,942.0,590.0,2016,5543.844,323071.755,133236.0,16991.820116150455,-0.16438892233416383,16.164523723220558,0.41201905983135423,0.06058055788475028,0.007392177788938414
2016-05-01,Connecticut,CT,Aggravated Assault Reported by Population,441.0,287.0,2016,3579.83,323071.755,133236.0,12319.020735621525,-0.21786694003491394,4.886546117285926,0.29871263389313973,0.04392073030766251,0.003460669219662251
2016-05-01,District of Columbia,DC,Aggravated Assault Reported by Population,407.0,228.0,2016,687.576,323071.755,133236.0,59193.45643245255,-0.22149618674514449,0.8661959074695341,1.4353278283758506,0.21104111209347287,0.0031938602548810344
2016-05-01,Delaware,DE,Aggravated Assault Reported by Population,274.0,176.0,2016,949.989,323071.755,133236.0,28842.439228243693,-0.235692945935164,0.8056940353699444,0.6993738524084733,0.10283130631445637,0.0021501663632368636
2016-05-01,Florida,FL,Aggravated Assault Reported by Population,0.0,0.0,2016,20627.237,323071.755,133236.0,0.0,-0.26494040471761016,0.0,0.0,0.0,0.0
2016-05-01,Georgia,GA,Aggravated Assault Reported by Population,2284.0,1006.0,2016,10308.442,323071.755,133236.0,22156.597476126848,-0.02114041983035815,72.8769419288913,0.5372550085142808,0.0789944235965527,0.017923284575302907
2016-05-01,Hawaii,HI,Aggravated Assault Reported by Population,190.0,106.0,2016,1428.885,323071.755,133236.0,13297.0812906567,-0.24465932016043945,0.8403339066270278,0.3224287271420731,0.04740778782499003,0.0014909912737773872
2016-05-01,Iowa,IA,Aggravated Assault Reported by Population,577.0,359.0,2016,3133.21,323071.755,133236.0,18415.618487110663,-0.20334995319399177,5.59585337319259,0.4465434405146722,0.06565679451146601,0.004527905078787118
2016-05-01,Idaho,ID,Aggravated Assault Reported by Population,236.0,181.0,2016,1684.036,323071.755,133236.0,14013.95219579629,-0.2397491628465981,1.2301678801973883,0.3398114721533227,0.049963631699739164,0.001851968108481386
2016-05-01,Illinois,IL,Aggravated Assault Reported by Population,2995.0,43.0,2016,12821.709,323071.755,133236.0,23358.82057532268,0.05475353343358062,118.86219658849473,0.5664066136779555,0.08328068284090476,0.02350273086822776
2016-05-01,Indiana,IN,Aggravated Assault Reported by Population,1391.0,661.0,2016,6637.898,323071.755,133236.0,20955.428962602316,-0.11646151724906044,28.579768968042412,0.5081289750312048,0.07471192424301094,0.010915625588549187
2016-05-01,Kansas,KS,Aggravated Assault Reported by Population,561.0,288.0,2016,2912.977,323071.755,133236.0,19258.648454828173,-0.20505783399880612,5.058257404767557,0.46698530091186885,0.06866243048270299,0.004402347918890074
2016-05-01,Kentucky,KY,Aggravated Assault Reported by Population,488.0,232.0,2016,4440.306,323071.755,133236.0,10990.233555975648,-0.21285004017077172,6.707083780815193,0.2664920924366495,0.039183234965622114,0.0038294933768598153
2016-05-01,Louisiana,LA,Aggravated Assault Reported by Population,1675.0,901.0,2016,4681.346,323071.755,133236.0,35780.30762947238,-0.0861466329636053,24.270938045945858,0.8676038593393325,0.1275667340322867,0.013144265176721702
2016-05-01,Massachusetts,MA,Aggravated Assault Reported by Population,1668.0,922.0,2016,6827.28,323071.755,133236.0,24431.398741519315,-0.08689383081571157,35.24883516975974,0.5924145777813381,0.08710472189257966,0.013089333919266746
2016-05-01,Maryland,MD,Aggravated Assault Reported by Population,1481.0,796.0,2016,6007.014,323071.755,133236.0,24654.512208561526,-0.10685468772197958,27.536878715999176,0.597824651587326,0.08790018336831473,0.011621884612970054
2016-05-01,Maine,ME,Aggravated Assault Reported by Population,90.0,64.0,2016,1332.348,323071.755,133236.0,6754.991939042953,-0.2553335751905293,0.3711600229490814,0.163795603347253,0.024083422339508817,0.0007062590244208676
2016-05-01,Michigan,MI,Aggravated Assault Reported by Population,3076.0,1235.0,2016,9954.117,323071.755,133236.0,30901.786667767716,0.0633996800079534,94.77418999998933,0.7493090794823709,0.11017345188285951,0.02413836399020654
2016-05-01,Minnesota,MN,Aggravated Assault Reported by Population,624.0,365.0,2016,5525.36,323071.755,133236.0,11293.381788697932,-0.19833305332984952,10.67200888545642,0.27384285586175505,0.040264042609215074,0.004896729235984682
2016-05-01,Missouri,MO,Aggravated Assault Reported by Population,1945.0,1006.0,2016,6091.384,323071.755,133236.0,31930.346207036037,-0.05732614438236271,36.67216863324991,0.7742496762785377,0.1138405523041576,0.015263042249984305
2016-05-01,Mississippi,MS,Aggravated Assault Reported by Population,245.0,86.0,2016,2990.595,323071.755,133236.0,8192.34968292263,-0.23878847989389002,2.267904153366796,0.19864877282682664,0.029208001896553003,0.001922594010923473
2016-05-01,Montana,MT,Aggravated Assault Reported by Population,274.0,148.0,2016,1042.137,323071.755,133236.0,26292.128578104417,-0.235692945935164,0.883845565515314,0.6375337087884542,0.0937387405440591,0.0021501663632368636
2016-05-01,North Carolina,NC,Aggravated Assault Reported by Population,2036.0,1148.0,2016,10161.802,323071.755,133236.0,20035.81648215543,-0.047612572304980956,64.03973282034512,0.48583013553002796,0.07143325034448612,0.01597714859689874
2016-05-01,North Dakota,ND,Aggravated Assault Reported by Population,120.0,68.0,2016,756.114,323071.755,133236.0,15870.622683881003,-0.25213129868150236,0.28084683540348493,0.3848321717421902,0.0565831776464041,0.0009416786992278235
2016-05-01,Nebraska,NE,Aggravated Assault Reported by Population,358.0,204.0,2016,1906.483,323071.755,133236.0,18778.032639158075,-0.2267265717098885,2.1125985278409742,0.4553312888543697,0.06694890161749009,0.00280934145269634
2016-05-01,New Hampshire,NH,Aggravated Assault Reported by Population,156.0,76.0,2016,1343.694,323071.755,133236.0,11609.7861566696,-0.24828856687067,0.6488226245590549,0.28151505515100667,0.04139211205662386,0.0012241823089961705
2016-05-01,New Jersey,NJ,Aggravated Assault Reported by Population,1012.0,519.0,2016,8873.584,323071.755,133236.0,11404.636503131089,-0.15691694381310095,27.79589013592352,0.27654056938091987,0.04066069656515373,0.007941490363487978
2016-05-01,New Mexico,NM,Aggravated Assault Reported by Population,885.0,401.0,2016,2092.555,323071.755,133236.0,42292.79517145309,-0.17047324770131503,5.732197712548408,1.0255191960053494,0.15078556084505892,0.006944880406805198
2016-05-01,Nevada,NV,Aggravated Assault Reported by Population,1154.0,485.0,2016,2919.555,323071.755,133236.0,39526.57168643852,-0.14175950167037338,10.428539226525698,0.9584435801038008,0.14092320585244697,0.009055810157574236
2016-05-01,New York,NY,Aggravated Assault Reported by Population,4059.0,2753.0,2016,19636.391,323071.755,133236.0,20670.80452818443,0.16832760695373655,246.70714736111796,0.5012273781997726,0.07369715908502307,0.03185228200138113
2016-05-01,Ohio,OH,Aggravated Assault Reported by Population,1549.0,508.0,2016,11640.06,323071.755,133236.0,13307.491542139818,-0.09959619430151849,55.80943756596735,0.32268115578122786,0.047444903262786386,0.012155502542532488
2016-05-01,Oklahoma,OK,Aggravated Assault Reported by Population,1034.0,439.0,2016,3928.143,323071.755,133236.0,26322.870628691468,-0.15456860770648118,12.572129253453308,0.6382791445742372,0.0938483444924504,0.008114131458346413
2016-05-01,Oregon,OR,Aggravated Assault Reported by Population,580.0,371.0,2016,4093.271,323071.755,133236.0,14169.5968822978,-0.20302972554308907,7.348513583305976,0.34358555738737867,0.05051854823461328,0.0045514470462678135
2016-05-01,Pennsylvania,PA,Aggravated Assault Reported by Population,2060.0,1359.0,2016,12788.468,323071.755,133236.0,16108.26253778013,-0.0450507510977594,81.54301226363785,0.39059448257838575,0.05743042972572527,0.016165484336744303
2016-05-01,Rhode Island,RI,Aggravated Assault Reported by Population,131.0,71.0,2016,1057.816,323071.755,133236.0,12384.00629220961,-0.25095713062819247,0.4289260631898942,0.3002884090452431,0.04415242186546185,0.0010279992466570406
2016-05-01,South Carolina,SC,Aggravated Assault Reported by Population,1583.0,783.0,2016,4963.031,323071.755,133236.0,31895.831398191953,-0.09596694759128795,24.318059228049815,0.7734127583384354,0.11371749742476463,0.012422311507313705
2016-05-01,South Dakota,SD,Aggravated Assault Reported by Population,229.0,163.0,2016,863.693,323071.755,133236.0,26514.050710148167,-0.2404963606987044,0.6122036171190515,0.6429148950048459,0.09452995457965292,0.0017970368510264298
2016-05-01,Tennessee,TN,Aggravated Assault Reported by Population,2827.0,1536.0,2016,6651.277,323071.755,133236.0,42503.11631886628,0.03682078498302969,58.201188398533944,1.0306190805867235,0.1515354141484812,0.022184380689308808
2016-05-01,Texas,TX,Aggravated Assault Reported by Population,6473.0,3322.0,2016,27914.064,323071.755,133236.0,23189.02758122214,0.42600412338010535,559.2805111421764,0.5622894591108141,0.08267532366000359,0.05079571850084751
2016-05-01,Utah,UT,Aggravated Assault Reported by Population,407.0,224.0,2016,3044.241,323071.755,133236.0,13369.506553521878,-0.22149618674514449,3.8350801883005836,0.324184900907436,0.04766600400191105,0.0031938602548810344
2016-05-01,Virginia,VA,Aggravated Assault Reported by Population,922.0,525.0,2016,8417.651,323071.755,133236.0,10953.17446636835,-0.16652377334018179,24.022756870219123,0.2655934805661241,0.03905110901868031,0.00723523133906711
2016-05-01,Vermont,VT,Aggravated Assault Reported by Population,53.0,49.0,2016,624.366,323071.755,133236.0,8488.610846843038,-0.25928304955166254,0.10242739418678058,0.2058325380378889,0.0302642552271085,0.00041590809215895537
2016-05-01,Washington,WA,Aggravated Assault Reported by Population,1152.0,684.0,2016,7299.961,323071.755,133236.0,15780.906226759293,-0.14197298677097517,26.029991609758643,0.38265671966807413,0.056263313559642106,0.009040115512587106
2016-05-01,Wisconsin,WI,Aggravated Assault Reported by Population,973.0,615.0,2016,5775.17,323071.755,133236.0,16847.98889037033,-0.16107990327483598,17.393165211858275,0.4085314283701435,0.06006775961832292,0.007635444786238935
2016-05-01,West Virginia,WV,Aggravated Assault Reported by Population,438.0,237.0,2016,1832.435,323071.755,133236.0,23902.62137538303,-0.21818716768581664,2.4842980470391165,0.5795927404639518,0.08521948372395537,0.0034371272521815555
2016-05-01,Wyoming,WY,Aggravated Assault Reported by Population,113.0,73.0,2016,585.243,323071.755,133236.0,19308.218979124907,-0.2528784965336086,0.20469898088119776,0.468187291085757,0.06883916316913728,0.0008867474417728671
2016-05-01,United States,,Aggravated Assault Reported by Population,66618.0,33370.0,2016,,323071.755,133236.0,,6.846034811227641,,,,0.5227729298763262
2016-05-01,Mariana Islands,,Aggravated Assault Reported by Population,,,2016,,323071.755,133236.0,,,,,,
2016-05-01,U.S. Virgin Islands,,Aggravated Assault Reported by Population,49.0,11.0,2016,,323071.755,133236.0,,-0.2597100197528661,,,,0.00038451880218469457
2016-05-01,Puerto Rico,,Aggravated Assault Reported by Population,,,2016,,323071.755,133236.0,,,,,,
2016-05-01,American Samoa,,Aggravated Assault Reported by Population,,,2016,,323071.755,133236.0,,,,,,
2016-05-01,Guam,,Aggravated Assault Reported by Population,0.0,0.0,2016,,323071.755,133236.0,,-0.26494040471761016,,,,0.0
2016-06-01,Alaska,AK,Aggravated Assault Reported by Population,319.0,206.0,2016,742.575,323071.755,147794.0,42958.62370804296,-0.23088953117162356,0.7332161395538895,0.9390582806975957,0.15315942449983375,0.0025032958754472976
