location,date,frequency,state,state_code,crime_type,crime_count,Clearances,year,population,total_population_at_date,total_crime_count_at_date,crime_rate,crime_count_standardized,crime_count_weighted,crime_relative_intensity,crime_rate_normalized,crime_count_normalized
DC,2025/06,1,District of Columbia,DC,Aggravated Assault Reported by Population,250.0,116.0,2025.0,702.25,340110.988,121779.0,35599.857600569594,-0.2382547671423855,0.5161917908985639,0.994252107603859,0.1269233795625168,0.0019618306233912
DC,2025/07,1,District of Columbia,DC,Aggravated Assault Reported by Population,284.0,134.0,2025.0,702.25,340110.988,119345.0,40441.43823424706,-0.2346255204321549,0.5863938744607686,1.1525055523055632,0.1441849591830191,0.0022286395881725
DC,2025/08,181,District of Columbia,DC,Aggravated Assault Reported by Population,227.0,118.0,2025.0,702.25,340110.988,96236.0,32324.670701317194,-0.2407098457993062,0.468702146135896,1.1423974073111562,0.1152464286427653,0.0017813422060392
DC,2025/09,30,District of Columbia,DC,Aggravated Assault Reported by Population,220.0,132.0,2025.0,702.25,340110.988,59498.0,31327.874688501244,-0.2414570436514125,0.4542487759907362,1.790808835968663,0.1116925740150148,0.0017264109485843
DC,2025/10,17,,,,,,,,,,,,,,,
DC,2025/11,2,,,,,,,,,,,,,,,
FL,2021/11,1,Florida,FL,Aggravated Assault Reported by Population,1176.0,544.0,2021.0,21831.949,332099.76,103323.0,5386.601077164481,-0.1394111655637536,77.3092158332183,0.1731355966185714,0.0192047288711028,0.0092284512524326
FL,2021/12,11,Florida,FL,Aggravated Assault Reported by Population,1516.0,658.0,2021.0,21831.949,332099.76,106837.0,6943.951728725639,-0.1031186984614481,99.66051973057736,0.215850754192028,0.0247571164698911,0.0118965409002448
FL,2022/01,10,Florida,FL,Aggravated Assault Reported by Population,1825.0,811.0,2022.0,22379.312,334017.321,128093.0,8154.853017822888,-0.0701352504184705,122.27582772571247,0.2126472296036447,0.0290743158714519,0.0143213635507564
FL,2022/02,16,Florida,FL,Aggravated Assault Reported by Population,1772.0,859.0,2022.0,22379.312,334017.321,120218.0,7918.027149360087,-0.0757926055844181,118.72480368765068,0.2199968570459101,0.028229965876281,0.0139054554585975
FL,2022/03,11,Florida,FL,Aggravated Assault Reported by Population,2125.0,1027.0,2022.0,22379.312,334017.321,144091.0,9495.376801574595,-0.038112485328201,142.37596379021315,0.2201123124377994,0.0338536554667591,0.016675560298826
FL,2022/04,21,Florida,FL,Aggravated Assault Reported by Population,1992.0,1013.0,2022.0,22379.312,334017.321,146547.0,8901.07792411134,-0.0523092445182204,133.46490346828452,0.2028778618616492,0.0317348149128396,0.0156318664071818
FL,2022/05,11,Florida,FL,Aggravated Assault Reported by Population,2177.0,1074.0,2022.0,22379.312,334017.321,161556.0,9727.734257424892,-0.0325618727125542,145.8599873747266,0.2011210809914201,0.0346820743299457,0.0170836210684914
FL,2022/06,17,Florida,FL,Aggravated Assault Reported by Population,2016.0,1019.0,2022.0,22379.312,334017.321,155272.0,9008.319826811476,-0.0497474233109989,135.07291435344456,0.1937847683589284,0.0321171620804642,0.0158202021470274
FL,2022/07,11,Florida,FL,Aggravated Assault Reported by Population,2197.0,1014.0,2022.0,22379.312,334017.321,162912.0,9817.102509675004,-0.0304270217065363,147.1999964456933,0.2012793581973103,0.0350006969696328,0.0172405675183627
FL,2022/08,13,Florida,FL,Aggravated Assault Reported by Population,2211.0,1107.0,2022.0,22379.312,334017.321,154729.0,9879.660286250086,-0.0289326260023237,148.13800279537,0.2132746712770939,0.0352237328174138,0.0173504300332726
FL,2022/09,1,Florida,FL,Aggravated Assault Reported by Population,2358.0,1106.0,2022.0,22379.312,334017.321,149417.0,10536.516940288422,-0.0132414711080916,157.98706946697536,0.2355407457696417,0.0375656092191143,0.0185039864398267
FL,2022/10,10,Florida,FL,Aggravated Assault Reported by Population,2400.0,1122.0,2022.0,22379.312,334017.321,148071.0,10724.190270013662,-0.0087582839954539,160.80108851600545,0.2419153854491581,0.0382347167624573,0.0188335739845564
FL,2022/11,2,Florida,FL,Aggravated Assault Reported by Population,2118.0,969.0,2022.0,22379.312,334017.321,130100.0,9464.097913287056,-0.0388596831803072,141.9069606153748,0.2429802175770817,0.0337421375428686,0.016620629041371
FL,2022/12,0,Florida,FL,Aggravated Assault Reported by Population,22189.0,1084.0,2022.0,22379.312,334017.321,171037.0,99149.60745888882,2.103570043909025,1486.6730637840187,1.9362878360600135,0.3534958876009029,0.1741242388097181
FL,2023/01,1,Florida,FL,Aggravated Assault Reported by Population,2251.0,1149.0,2023.0,22904.868,336806.231,140670.0,9827.605206019962,-0.0246629239902878,153.0816627558176,0.2353023863791541,0.0350381419990365,0.0176643229330152
FL,2023/02,4,Florida,FL,Aggravated Assault Reported by Population,2025.0,1031.0,2023.0,22904.868,336806.231,120495.0,8840.915389689215,-0.0487867403582908,137.71229101756137,0.2471202449056907,0.031520318768569,0.0158908280494695
FL,2023/03,8,Florida,FL,Aggravated Assault Reported by Population,2424.0,1261.0,2023.0,22904.868,336806.231,137642.0,10582.903162768718,-0.0061964627882323,164.84671280324383,0.2589607625063651,0.0377309889851908,0.019021909724402
FL,2023/04,11,Florida,FL,Aggravated Assault Reported by Population,2491.0,1219.0,2023.0,22904.868,336806.231,145845.0,10875.417400353495,0.0009552880819278,169.40311946901002,0.2511507658928917,0.0387738834827188,0.0195476803314709
FL,2023/05,6,Florida,FL,Aggravated Assault Reported by Population,2458.0,1269.0,2023.0,22904.868,336806.231,158604.0,10731.343223632635,-0.0025672160780018,167.1589191709461,0.2278872704798805,0.0382602190287125,0.0192887186891832
FL,2023/06,9,Florida,FL,Aggravated Assault Reported by Population,2391.0,1152.0,2023.0,22904.868,336806.231,151464.0,10438.828986047858,-0.009718966948162,162.60251250517987,0.2321253001930709,0.0372173245311845,0.0187629480821143
FL,2023/07,4,Florida,FL,Aggravated Assault Reported by Population,2439.0,1213.0,2023.0,22904.868,336806.231,160102.0,10648.391424914566,-0.0045953245337188,165.86680384781835,0.2240099800151274,0.0379644728279209,0.0191396195618055
FL,2023/08,6,Florida,FL,Aggravated Assault Reported by Population,2391.0,1265.0,2023.0,22904.868,336806.231,151574.0,10438.828986047858,-0.009718966948162,162.60251250517987,0.2319568426540389,0.0372173245311845,0.0187629480821143
FL,2023/09,3,Florida,FL,Aggravated Assault Reported by Population,2452.0,1237.0,2023.0,22904.868,336806.231,146303.0,10705.147918774295,-0.0032076713798072,166.75088275311626,0.2464447429526302,0.0381668254916204,0.0192416347542218
FL,2023/10,9,Florida,FL,Aggravated Assault Reported by Population,2524.0,1313.0,2023.0,22904.868,336806.231,152473.0,11019.49157707436,0.0044777922418574,171.64731976707404,0.2434157802109658,0.0392875479367251,0.0198066419737585
FL,2023/11,7,Florida,FL,Aggravated Assault Reported by Population,2280.0,1107.0,2023.0,22904.868,336806.231,130054.0,9954.215846168598,-0.0215673900315617,155.05383877532836,0.2577884510825134,0.0354895440949815,0.0178918952853286
FL,2023/12,5,Florida,FL,Aggravated Assault Reported by Population,12179.0,1297.0,2023.0,22904.868,336806.231,153263.0,53172.10297828392,1.0350771153970315,828.245922124879,1.1684943918923472,0.1895733147073594,0.0955725406491305
FL,2024/01,9,Florida,FL,Aggravated Assault Reported by Population,2371.0,1283.0,2024.0,23372.215,340110.988,124442.0,10144.524171115148,-0.0118538179541799,162.93364142942653,0.277258814437879,0.0361680461281107,0.018606001632243
FL,2024/02,5,Florida,FL,Aggravated Assault Reported by Population,2187.0,1184.0,2024.0,23372.215,340110.988,122511.0,9357.2645981564,-0.0314944472095453,150.28927617298854,0.2597732862727752,0.033361247103407,0.017162094293427
FL,2024/03,14,Florida,FL,Aggravated Assault Reported by Population,2549.0,1252.0,2024.0,23372.215,340110.988,136870.0,10906.112236260022,0.0071463559993799,175.16569042750243,0.2710081543006711,0.038883319097661,0.0200028250360976
FL,2024/04,4,Florida,FL,Aggravated Assault Reported by Population,2422.0,1359.0,2024.0,23372.215,340110.988,140993.0,10362.73198753306,-0.0064099478888341,166.43832962550445,0.2499754608143009,0.0369460175969144,0.0190062150794149
FL,2024/05,7,Florida,FL,Aggravated Assault Reported by Population,2757.0,1479.0,2024.0,23372.215,340110.988,157469.0,11796.057840474255,0.0293488064619668,189.4593207173889,0.2547783301239511,0.0420562223429781,0.0216350681147592
FL,2024/06,9,Florida,FL,Aggravated Assault Reported by Population,2359.0,1201.0,2024.0,23372.215,340110.988,154316.0,10093.181155487402,-0.0131347285577907,162.10900891270234,0.2224527472754479,0.0359849940178039,0.0185118337623202
FL,2024/07,5,Florida,FL,Aggravated Assault Reported by Population,2444.0,1241.0,2024.0,23372.215,340110.988,154555.0,10456.860849517258,-0.0040616117822144,167.95015590616552,0.230111822646167,0.0372816131324768,0.0191788561742733
FL,2024/08,2,Florida,FL,Aggravated Assault Reported by Population,2347.0,1262.0,2024.0,23372.215,340110.988,148636.0,10041.83813985966,-0.0144156391614015,161.28437639597811,0.2297787542105378,0.0358019419074972,0.0184176658923975
FL,2024/09,4,Florida,FL,Aggravated Assault Reported by Population,2342.0,1063.0,2024.0,23372.215,340110.988,145246.0,10020.445216681432,-0.014949351912906,160.94077951400968,0.2346407834188477,0.0357256701948693,0.0183784292799296
FL,2024/10,2,Florida,FL,Aggravated Assault Reported by Population,2354.0,1179.0,2024.0,23372.215,340110.988,140308.0,10071.788232309176,-0.0136684413092952,161.7654120307339,0.2441433023503611,0.0359087223051761,0.0184725971498524
FL,2024/11,7,Florida,FL,Aggravated Assault Reported by Population,2056.0,1041.0,2024.0,23372.215,340110.988,125239.0,8796.77001088686,-0.0454777212989629,141.28703786541584,0.2388934868221161,0.0313629282325582,0.01613409504677
FL,2024/12,3,Florida,FL,Aggravated Assault Reported by Population,10030.0,1023.0,2024.0,23372.215,340110.988,139446.0,42914.20389552295,0.805687374800401,689.255345228658,1.046684184999194,0.1530010555314005,0.0787086446104589
FL,2025/01,3,Florida,FL,Aggravated Assault Reported by Population,1992.0,1047.0,2025.0,23372.215,340110.988,108808.0,8522.940594205555,-0.0523092445182204,136.88899777622,0.266409248047989,0.0303866503109222,0.0156318664071818
FL,2025/02,8,Florida,FL,Aggravated Assault Reported by Population,2042.0,958.0,2025.0,23372.215,340110.988,99119.0,8736.869825987824,-0.0469721170031755,140.32496659590427,0.2997917078001298,0.0311493674372003,0.0160242325318601
FL,2025/03,8,Florida,FL,Aggravated Assault Reported by Population,2363.0,1202.0,2025.0,23372.215,340110.988,119584.0,10110.295494029984,-0.0127077583565871,162.38388641827706,0.2875487180096405,0.0360460113879062,0.0185432230522945
FL,2025/04,14,Florida,FL,Aggravated Assault Reported by Population,2319.0,1226.0,2025.0,23372.215,340110.988,120854.0,9922.037770061588,-0.0174044305698267,159.36023385695495,0.2792289927473615,0.0353748203167814,0.0181979408625776
FL,2025/05,10,Florida,FL,Aggravated Assault Reported by Population,2343.0,1200.0,2025.0,23372.215,340110.988,127470.0,10024.723801317075,-0.0148426093626051,161.00949889040336,0.2674761682351194,0.0357409245373949,0.0183862766024232
FL,2025/06,10,Florida,FL,Aggravated Assault Reported by Population,2261.0,1164.0,2025.0,23372.215,340110.988,121779.0,9673.879861194157,-0.0235954984872788,155.3745100261212,0.2701773571292298,0.0344900684502987,0.0177427961579509
FL,2025/07,7,Florida,FL,Aggravated Assault Reported by Population,1913.0,1120.0,2025.0,23372.215,340110.988,119345.0,8184.932407989571,-0.0607419059919914,131.46016704111892,0.2332553058774605,0.0291815572514027,0.0150119279301902
FL,2025/08,12,Florida,FL,Aggravated Assault Reported by Population,1487.0,949.0,2025.0,23372.215,340110.988,96236.0,6362.255353204649,-0.1062142324201741,102.18571269740924,0.2248506748084627,0.0226832073355127,0.0116689685479314
FL,2025/09,9,Florida,FL,Aggravated Assault Reported by Population,899.0,463.0,2025.0,23372.215,340110.988,59498.0,3846.4475874451778,-0.1689788519971024,61.77871937792259,0.2198761452916393,0.0137136539304814,0.0070547429217151
FL,2025/10,4,,,,,,,,,,,,,,,
FL,2025/11,5,,,,,,,,,,,,,,,
GA,2021/11,0,Georgia,GA,Aggravated Assault Reported by Population,2025.0,642.0,2021.0,10792.06,332099.76,103323.0,18763.794864001866,-0.0487867403582908,65.8052914582052,0.6031040301795586,0.0668981399947737,0.0158908280494695
GA,2021/12,4,Georgia,GA,Aggravated Assault Reported by Population,2209.0,660.0,2021.0,10792.06,332099.76,106837.0,20468.75202695315,-0.0291461111029255,71.78463645983965,0.6362653046838318,0.0729767858017062,0.0173347353882855
GA,2022/01,15,Georgia,GA,Aggravated Assault Reported by Population,2182.0,712.0,2022.0,10931.805,334017.321,128093.0,19960.107228403725,-0.0320281599610497,71.41305857608505,0.5204828947174434,0.0711633258279855,0.0171228576809592
GA,2022/02,18,Georgia,GA,Aggravated Assault Reported by Population,2184.0,763.0,2022.0,10931.805,334017.321,120218.0,19978.40246875973,-0.0318146748604479,71.47851509173681,0.5550859663673421,0.0712285534410268,0.0171385523259463
GA,2022/03,4,Georgia,GA,Aggravated Assault Reported by Population,2515.0,915.0,2022.0,10931.805,334017.321,144091.0,23006.264747678902,0.0035171092891493,82.31156843210536,0.5333081814434246,0.0820237233993509,0.0197360160713164
GA,2022/04,12,Georgia,GA,Aggravated Assault Reported by Population,2712.0,867.0,2022.0,10931.805,334017.321,146547.0,24808.345922745604,0.0245453916984263,88.75903522380506,0.5654443450604079,0.0884486432839124,0.0212819386025488
GA,2022/05,17,Georgia,GA,Aggravated Assault Reported by Population,3035.0,997.0,2022.0,10931.805,334017.321,161556.0,27763.027240240743,0.0590232354456165,99.3302625015665,0.5740010882687884,0.0989829027900715,0.0238166237679703
GA,2022/06,11,Georgia,GA,Aggravated Assault Reported by Population,2699.0,1002.0,2022.0,10931.805,334017.321,155272.0,24689.42686043156,0.0231577385445146,88.33356787206853,0.531112899746689,0.0880246637991443,0.0211799234101324
GA,2022/07,7,Georgia,GA,Aggravated Assault Reported by Population,2814.0,919.0,2022.0,10931.805,334017.321,162912.0,25741.40318090196,0.035433131829118,92.09731752204551,0.5277741682175501,0.0917752515490153,0.0220823654968924
GA,2022/08,6,Georgia,GA,Aggravated Assault Reported by Population,2428.0,929.0,2022.0,10931.805,334017.321,154729.0,22210.4217921926,-0.0057694925870287,79.4642100012532,0.4794618710977379,0.0791863222320572,0.0190532990143762
GA,2022/09,2,Georgia,GA,Aggravated Assault Reported by Population,2534.0,886.0,2022.0,10931.805,334017.321,149417.0,23180.069531060974,0.0055452177448664,82.9334053307972,0.5181836554982842,0.0826433857232426,0.0198851151986942
GA,2022/10,6,Georgia,GA,Aggravated Assault Reported by Population,2489.0,842.0,2022.0,10931.805,334017.321,148071.0,22768.42662305081,0.000741802981326,81.4606337286323,0.5136082598224169,0.0811757644298148,0.0195319856864837
GA,2022/11,2,Georgia,GA,Aggravated Assault Reported by Population,2274.0,709.0,2022.0,10931.805,334017.321,130100.0,20801.68828478005,-0.0222078453333671,74.42405829606663,0.5340602761844211,0.0741637960278823,0.0178448113503672
GA,2022/12,2,Georgia,GA,Aggravated Assault Reported by Population,2185.0,710.0,2022.0,10931.805,334017.321,171037.0,19987.550088937736,-0.0317079323101471,71.5112433495627,0.3903358883785551,0.0712611672475474,0.0171463996484399
GA,2023/01,1,Georgia,GA,Aggravated Assault Reported by Population,2424.0,837.0,2023.0,11064.432,336806.231,140670.0,21908.03829785388,-0.0061964627882323,79.63089960767384,0.5245442388358442,0.0781082410931939,0.019021909724402
GA,2023/02,4,Georgia,GA,Aggravated Assault Reported by Population,2238.0,760.0,2023.0,11064.432,336806.231,120495.0,20226.975953216574,-0.0260505771441994,73.52060780609492,0.5653820934752899,0.0721147869499043,0.0175623077405989
GA,2023/03,9,Georgia,GA,Aggravated Assault Reported by Population,2451.0,838.0,2023.0,11064.432,336806.231,137642.0,22152.06347691413,-0.0033144139301081,80.51787744983852,0.5420549693067671,0.0789782586301231,0.0192337874317282
GA,2023/04,1,Georgia,GA,Aggravated Assault Reported by Population,2500.0,760.0,2023.0,11064.432,336806.231,145845.0,22594.92398706052,0.0019159710346359,82.12757797821145,0.521794452179598,0.0805571793452908,0.0196183062339129
GA,2023/05,3,Georgia,GA,Aggravated Assault Reported by Population,2724.0,818.0,2023.0,11064.432,336806.231,158604.0,24619.429176301142,0.0258263023020371,89.48620896505922,0.5228100899246817,0.0877751026146288,0.0213761064724715
GA,2023/06,0,Georgia,GA,Aggravated Assault Reported by Population,2542.0,767.0,2023.0,11064.432,336806.231,151464.0,22974.518710043136,0.0063991581472736,83.50732128824542,0.5108779020604638,0.0819105399582917,0.0199478937786427
GA,2023/07,1,Georgia,GA,Aggravated Assault Reported by Population,2599.0,873.0,2023.0,11064.432,336806.231,160102.0,23489.68297694812,0.0124834835144248,85.37983006614864,0.4941519525584161,0.0837472436473643,0.0203951911607759
GA,2023/08,16,Georgia,GA,Aggravated Assault Reported by Population,2234.0,750.0,2023.0,11064.432,336806.231,151574.0,20190.82407483728,-0.026477547345403,73.38920368132978,0.4486518372168053,0.0719858954629518,0.0175309184506246
GA,2023/09,7,Georgia,GA,Aggravated Assault Reported by Population,2053.0,727.0,2023.0,11064.432,336806.231,146303.0,18554.9515781741,-0.0457979489498656,67.44316703570725,0.4271561968949591,0.0661535556783528,0.0161105530792893
GA,2023/10,8,Georgia,GA,Aggravated Assault Reported by Population,2269.0,783.0,2023.0,11064.432,336806.231,152473.0,20507.15301065613,-0.0227415580848716,74.53898977302472,0.4529940982376809,0.0731136959737859,0.0178055747378994
GA,2023/11,3,Georgia,GA,Aggravated Assault Reported by Population,1909.0,585.0,2023.0,11064.432,336806.231,130054.0,17253.483956519412,-0.061168876193195,62.71261854416228,0.4468206208970328,0.061513462148064,0.0149805386402159
GA,2023/12,1,Georgia,GA,Aggravated Assault Reported by Population,1941.0,672.0,2023.0,11064.432,336806.231,153263.0,17542.698983553786,-0.0577531145835663,63.76385154228338,0.3855131588327438,0.0625445940436837,0.01523165296001
GA,2024/01,0,Georgia,GA,Aggravated Assault Reported by Population,2093.0,716.0,2024.0,11180.878,340110.988,124442.0,18719.46013542049,-0.0415282469378297,68.80570895874732,0.5116193955002714,0.0667400743742122,0.0164244459790319
GA,2024/02,17,Georgia,GA,Aggravated Assault Reported by Population,2022.0,699.0,2024.0,11180.878,340110.988,122511.0,18084.44739312959,-0.0491069680091935,66.47164047519688,0.5020544498299198,0.0644760775846426,0.0158672860819888
GA,2024/03,14,Georgia,GA,Aggravated Assault Reported by Population,2113.0,832.0,2024.0,11180.878,340110.988,136870.0,18898.33696423483,-0.0393933959318117,69.46319303862067,0.4696085377703535,0.0673778199487388,0.0165813924289032
GA,2024/04,4,Georgia,GA,Aggravated Assault Reported by Population,2348.0,769.0,2024.0,11180.878,340110.988,140993.0,21000.139702803302,-0.0143088966111006,77.18863097713268,0.5065767990225372,0.0748713304494267,0.018425513214891
GA,2024/05,4,Georgia,GA,Aggravated Assault Reported by Population,2421.0,906.0,2024.0,11180.878,340110.988,157469.0,21653.04012797564,-0.006516690439135,79.58844786867044,0.4676753437901708,0.077199101796449,0.0189983677569213
GA,2024/06,0,Georgia,GA,Aggravated Assault Reported by Population,2206.0,760.0,2024.0,11180.878,340110.988,154316.0,19730.1142182215,-0.0294663387538282,72.52049401003181,0.434849830225781,0.0703433368702876,0.0173111934208048
GA,2024/07,1,Georgia,GA,Aggravated Assault Reported by Population,2158.0,737.0,2024.0,11180.878,340110.988,154555.0,19300.80982906709,-0.0345899811682713,70.94253221833574,0.4247301931457487,0.0688127474914237,0.0169345219411136
GA,2024/08,3,Georgia,GA,Aggravated Assault Reported by Population,2216.0,789.0,2024.0,11180.878,340110.988,148636.0,19819.55263262867,-0.0283989132508192,72.84923604996848,0.4535137939396471,0.070662209657551,0.0173896666457404
GA,2024/09,2,Georgia,GA,Aggravated Assault Reported by Population,2003.0,715.0,2024.0,11180.878,340110.988,145246.0,17914.51440575597,-0.0511350764649106,65.84703059931718,0.4194899132562614,0.0638702192888423,0.015718186954611
GA,2024/10,4,Georgia,GA,Aggravated Assault Reported by Population,1901.0,697.0,2024.0,11180.878,340110.988,140308.0,17002.242578802845,-0.0620228165956022,62.49386179196304,0.4121396870949841,0.0606177168587565,0.0149177600602674
GA,2024/11,7,Georgia,GA,Aggravated Assault Reported by Population,1773.0,619.0,2024.0,11180.878,340110.988,125239.0,15857.43087439108,-0.0756858630341172,58.28596368077352,0.4306395357541064,0.056536145181786,0.013913302781091
GA,2024/12,0,Georgia,GA,Aggravated Assault Reported by Population,1667.0,613.0,2024.0,11180.878,340110.988,139446.0,14909.383681675086,-0.0870005733660124,54.801298057444704,0.3636422137921196,0.0531560936367949,0.0130814865967731
GA,2025/01,1,Georgia,GA,Aggravated Assault Reported by Population,1804.0,584.0,2025.0,11180.878,340110.988,108808.0,16134.689959053305,-0.0723768439747894,59.30506400457723,0.5043365692823413,0.0575246508223023,0.0141565697783916
GA,2025/02,0,Georgia,GA,Aggravated Assault Reported by Population,1562.0,614.0,2025.0,11180.878,340110.988,99119.0,13970.280330399812,-0.0982085411476068,51.34950663810956,0.4793678150313508,0.04980792937053,0.0122575177349488
GA,2025/03,3,Georgia,GA,Aggravated Assault Reported by Population,1900.0,655.0,2025.0,11180.878,340110.988,119584.0,16993.29873736213,-0.0621295591459031,62.46098758796937,0.4833094413084849,0.0605858295800301,0.0149099127377738
GA,2025/04,1,Georgia,GA,Aggravated Assault Reported by Population,1884.0,720.0,2025.0,11180.878,340110.988,120854.0,16850.197274310656,-0.0638374399507175,61.93500032407068,0.4742033563606256,0.0600756331204088,0.0147843555778768
GA,2025/05,0,Georgia,GA,Aggravated Assault Reported by Population,1843.0,699.0,2025.0,11180.878,340110.988,127470.0,16483.499775241264,-0.0682138845130543,60.58715796033029,0.4398069658943347,0.0587682546926292,0.0144626153556406
GA,2025/06,3,Georgia,GA,Aggravated Assault Reported by Population,1765.0,590.0,2025.0,11180.878,340110.988,121779.0,15785.880142865344,-0.0765398034365244,58.02297004882418,0.44087661188214,0.0562810469519754,0.0138505242011425
GA,2025/07,2,Georgia,GA,Aggravated Assault Reported by Population,1629.0,584.0,2025.0,11180.878,340110.988,119345.0,14569.517706927843,-0.0910567902774466,53.55207830568532,0.4152040774214859,0.0519443770451943,0.0127832883420177
GA,2025/08,4,Georgia,GA,Aggravated Assault Reported by Population,1240.0,487.0,2025.0,11180.878,340110.988,96236.0,11090.363386488969,-0.1325796423444961,40.764012952148434,0.3919483819628609,0.0395402256206512,0.0097306798920208
GA,2025/09,1,Georgia,GA,Aggravated Assault Reported by Population,182.0,67.0,2025.0,11180.878,340110.988,59498.0,1627.7791422104774,-0.2455132605628466,5.983105126847592,0.0930494423851218,0.0058034847281923,0.0014282126938288
GA,2025/10,1,,,,,,,,,,,,,,,
GA,2025/11,2,,,,,,,,,,,,,,,
HI,2021/11,0,Hawaii,HI,Aggravated Assault Reported by Population,197.0,91.0,2021.0,1447.029,332099.76,103323.0,13614.10172152735,-0.2439121223083331,0.8583707287232004,0.4375831048590168,0.048538053707734,0.0015459225312323
HI,2021/12,1,Hawaii,HI,Aggravated Assault Reported by Population,181.0,100.0,2021.0,1447.029,332099.76,106837.0,12508.387876124114,-0.2456200031131475,0.7886553395883212,0.3888196609459015,0.044595876756852,0.0014203653713353
HI,2022/01,0,Hawaii,HI,Aggravated Assault Reported by Population,192.0,113.0,2022.0,1440.359,334017.321,128093.0,13330.01008776284,-0.2444458350598376,0.8279478656138315,0.3475954391276275,0.0475251881320511,0.0015066859187645
HI,2022/02,1,Hawaii,HI,Aggravated Assault Reported by Population,164.0,96.0,2022.0,1440.359,334017.321,120218.0,11386.050283297429,-0.2474346264682628,0.7072054685451477,0.3163534589161605,0.0405944315294603,0.0012869608889446
HI,2022/03,0,Hawaii,HI,Aggravated Assault Reported by Population,173.0,100.0,2022.0,1440.359,334017.321,144091.0,12010.89450616131,-0.2464739435155547,0.746015524745796,0.2784245237913276,0.0428221747231502,0.0013575867913867
HI,2022/04,0,Hawaii,HI,Aggravated Assault Reported by Population,176.0,104.0,2022.0,1440.359,334017.321,146547.0,12219.175913782608,-0.246153715864652,0.7589522101460121,0.2785056264235633,0.0435647557877135,0.0013811287588674
HI,2022/05,2,Hawaii,HI,Aggravated Assault Reported by Population,183.0,104.0,2022.0,1440.359,334017.321,161556.0,12705.16586489896,-0.2454065180125457,0.7891378094131831,0.2626795331064274,0.0452974449383612,0.0014360600163224
HI,2022/06,0,Hawaii,HI,Aggravated Assault Reported by Population,176.0,84.0,2022.0,1440.359,334017.321,155272.0,12219.175913782608,-0.246153715864652,0.7589522101460121,0.2628559175865187,0.0435647557877135,0.0013811287588674
HI,2022/07,0,Hawaii,HI,Aggravated Assault Reported by Population,177.0,83.0,2022.0,1440.359,334017.321,162912.0,12288.60304965637,-0.2460469733143511,0.7632644386127508,0.2519523589102491,0.0438122828092346,0.001388976081361
HI,2022/08,0,Hawaii,HI,Aggravated Assault Reported by Population,222.0,114.0,2022.0,1440.359,334017.321,154729.0,15412.824163975789,-0.2412435585508107,0.9573147196159926,0.332720449062248,0.0549509987776841,0.0017421055935714
HI,2022/09,0,Hawaii,HI,Aggravated Assault Reported by Population,219.0,108.0,2022.0,1440.359,334017.321,149417.0,15204.542756354494,-0.2415637862017134,0.9443780342157764,0.3398930937247759,0.0542084177131208,0.0017185636260907
HI,2022/10,0,Hawaii,HI,Aggravated Assault Reported by Population,186.0,91.0,2022.0,1440.359,334017.321,148071.0,12913.447272520254,-0.245086290361643,0.8020744948133992,0.2913004614571369,0.0460400260029245,0.0014596019838031
HI,2022/11,0,Hawaii,HI,Aggravated Assault Reported by Population,165.0,63.0,2022.0,1440.359,334017.321,130100.0,11455.477419171191,-0.2473278839179619,0.7115176970118864,0.2941066778114954,0.0408419585509814,0.0012948082114382
HI,2022/12,0,Hawaii,HI,Aggravated Assault Reported by Population,163.0,62.0,2022.0,1440.359,334017.321,171037.0,11316.623147423665,-0.2475413690185637,0.702893240078409,0.2210017801100955,0.0403469045079392,0.0012791135664511
HI,2023/01,0,Hawaii,HI,Aggravated Assault Reported by Population,158.0,77.0,2023.0,1441.387,336806.231,140670.0,10961.664008347516,-0.2480750817700681,0.6761726032319159,0.2624551603142019,0.0390813765936527,0.0012398769539833
HI,2023/02,0,Hawaii,HI,Aggravated Assault Reported by Population,151.0,86.0,2023.0,1441.387,336806.231,120495.0,10476.020666205535,-0.2488222796221744,0.646215589164679,0.2928245185661476,0.037349923200263,0.0011849456965283
HI,2023/03,0,Hawaii,HI,Aggravated Assault Reported by Population,166.0,103.0,2023.0,1441.387,336806.231,137642.0,11516.684970795492,-0.247221141367661,0.7104091907373293,0.2818101494186348,0.0410601804718123,0.0013026555339318
HI,2023/04,0,Hawaii,HI,Aggravated Assault Reported by Population,196.0,88.0,2023.0,1441.387,336806.231,145845.0,13598.0135799754,-0.244018864858634,0.8387963938826297,0.3140248690704742,0.048480695014911,0.0015380752087387
HI,2023/05,0,Hawaii,HI,Aggravated Assault Reported by Population,204.0,112.0,2023.0,1441.387,336806.231,158604.0,14153.034542423373,-0.2431649244562268,0.8730329813880432,0.3005491804397383,0.0504594988930706,0.0016008537886872
HI,2023/06,0,Hawaii,HI,Aggravated Assault Reported by Population,161.0,73.0,2023.0,1441.387,336806.231,151464.0,11169.796869265509,-0.2477548541191655,0.6890113235464459,0.2483796271439361,0.0398234280479626,0.0012634189214639
HI,2023/07,0,Hawaii,HI,Aggravated Assault Reported by Population,186.0,103.0,2023.0,1441.387,336806.231,160102.0,12904.237376915433,-0.245086290361643,0.796000659500863,0.2714661624994199,0.0460071901672114,0.0014596019838031
HI,2023/08,1,Hawaii,HI,Aggravated Assault Reported by Population,158.0,84.0,2023.0,1441.387,336806.231,151574.0,10961.664008347516,-0.2480750817700681,0.6761726032319159,0.2435745404977027,0.0390813765936527,0.0012398769539833
